ml_id,imdb_id,ml_title,imdb_title,ml_year,imdb_year,ml_genres,ml_genres_augment,imdb_genres,imdb_type,director,writer,actor,actress,cinematographer,composer,producer,editor,production_designer,archive_footage,archive_sound
2300,tt0063462,"Producers, The (1968)",The Producers,1968,1967,"['Comedy', 'Musical']",['Comedy'],"['Comedy', 'Music']",movie,['nm0000316'],,"['nm0609216', 'nm0000698', 'nm0790071', 'nm0550318']",,['nm0168877'],['nm0606657'],['nm0322263'],['nm0742471'],['nm0741935'],,
2301,tt0082517,History of the World: Part I (1981),History of the World: Part I,1981,1981,['Comedy'],"['Comedy', 'Musical']","['Comedy', 'History', 'Musical']",movie,,,"['nm0000316', 'nm0002138', 'nm0001123']",['nm0001404'],['nm0648386'],['nm0606657'],,['nm0397405'],['nm0585118'],,
2302,tt0104952,My Cousin Vinny (1992),My Cousin Vinny,1992,1992,['Comedy'],['Comedy'],"['Comedy', 'Crime']",movie,['nm0528718'],['nm0490958'],"['nm0000582', 'nm0001494', 'nm0925943']",['nm0000673'],['nm0005687'],['nm0006055'],['nm0771490'],['nm0518505'],,,
2303,tt0073440,Nashville (1975),Nashville,1975,1975,"['Drama', 'Musical']","['Drama', 'Musical']","['Comedy', 'Drama', 'Music']",movie,['nm0000265'],['nm0570219'],['nm0001018'],"['nm0000947', 'nm0086867', 'nm0001167']",,"['nm0342737', 'nm0055848', 'nm0055928', 'nm0000997']",,,,,
2304,tt0119577,Love Is the Devil (1998),Love Is the Devil: Study for a Portrait of Francis Bacon,1998,1998,['Drama'],['Drama'],"['Biography', 'Drama', 'Romance']",movie,['nm0562266'],,"['nm0001394', 'nm0185819']","['nm0842770', 'nm0483457']",['nm0558822'],['nm0757098'],['nm0578681'],['nm0323772'],['nm0531598'],,
2305,tt0139615,Slam (1998),Slam,1998,1998,['Drama'],['Drama'],['Drama'],movie,['nm0505660'],['nm0833677'],"['nm0931654', 'nm0540395', 'nm0933741']",['nm0812308'],['nm0071331'],['nm0819377'],['nm0450332'],['nm0507168'],,,
2306,tt0120701,Holy Man (1998),Holy Man,1998,1998,['Comedy'],['Comedy'],"['Comedy', 'Drama']",movie,['nm0378893'],['nm0776114'],"['nm0000552', 'nm0000156', 'nm0005162']",['nm0000593'],['nm0000939'],['nm0006293'],['nm0083696'],['nm0794064'],,,
2307,tt0122642,One Tough Cop (1998),One Tough Cop,1998,1998,"['Action', 'Drama']","['Action', 'Crime']","['Action', 'Crime']",movie,['nm0000853'],"['nm0226195', 'nm0343413', 'nm0406228']","['nm0000286', 'nm0001606', 'nm0569458']",['nm0000153'],,,"['nm0106841', 'nm0106840']",,,,
2308,tt0069966,Detroit 9000 (1973),Detroit 9000,1973,1973,"['Action', 'Crime']","['Action', 'Crime']","['Action', 'Crime', 'Drama']",movie,['nm0548769'],['nm0359034'],"['nm0733678', 'nm0722440', 'nm0420170']",['nm0569144'],['nm0561964'],['nm0208952'],,['nm0339482'],,,
2309,tt0141824,"Inheritors, The (Die Siebtelbauern) (1998)",The Inheritors,1998,1998,['Drama'],"['Drama', 'Mystery']","['Drama', 'Mystery']",movie,['nm0752328'],,"['nm0777649', 'nm0748964', 'nm0699596']",['nm0294984'],['nm0902364'],,"['nm0470338', 'nm0830800']",['nm0619582'],['nm0934479'],,
2310,tt0119670,"Mighty, The (1998)",The Mighty,1998,1998,['Drama'],['Drama'],"['Comedy', 'Drama']",movie,['nm0155093'],"['nm0679917', 'nm0495378']","['nm0001085', 'nm0711805', 'nm0001765']",['nm0000232'],,['nm0002303'],"['nm0276353', 'nm0823661']",,,,
2311,tt0086837,2010 (1984),2010: The Year We Make Contact,1984,1984,"['Mystery', 'Sci-Fi']",['Sci-Fi'],"['Adventure', 'Mystery', 'Sci-Fi']",movie,['nm0001382'],['nm0002009'],"['nm0001702', 'nm0001475', 'nm0000837']",['nm0000545'],,['nm0006288'],,"['nm0325858', 'nm0593412']",['nm0107447'],,
2312,tt0090830,Children of a Lesser God (1986),Children of a Lesser God,1986,1986,['Drama'],['Drama'],"['Drama', 'Romance']",movie,['nm0354279'],"['nm0575865', 'nm0026803', 'nm0140572']","['nm0000458', 'nm0097842']","['nm0559144', 'nm0001453']",,,"['nm0837396', 'nm0658404']",,,,
2313,tt0080678,"Elephant Man, The (1980)",The Elephant Man,1980,1980,['Drama'],['Drama'],"['Biography', 'Drama']",movie,['nm0000186'],"['nm0212246', 'nm0075015', 'nm0872375', 'nm0598744']","['nm0000164', 'nm0000457', 'nm0000024']",['nm0000843'],,,['nm0762674'],,,,
2314,tt0120603,Beloved (1998),Beloved,1998,1998,['Drama'],['Drama'],"['Drama', 'History', 'Horror']",movie,['nm0001129'],"['nm0607339', 'nm0124333', 'nm0481418', 'nm0111845']","['nm0000418', 'nm0684460']","['nm0001856', 'nm0066463']",,,['nm0287164'],,,,
2315,tt0144120,Bride of Chucky (1998),Bride of Chucky,1998,1998,"['Horror', 'Thriller']","['Comedy', 'Horror', 'Thriller']","['Comedy', 'Horror']",movie,['nm0950553'],['nm0238841'],"['nm0000374', 'nm0820903']","['nm0000236', 'nm0001337']",['nm0666702'],['nm0006251'],"['nm0319666', 'nm0456946']",,,,
2316,tt0120791,Practical Magic (1998),Practical Magic,1998,1998,"['Drama', 'Romance']","['Drama', 'Fantasy', 'Mystery', 'Romance']","['Comedy', 'Drama', 'Fantasy']",movie,['nm0001162'],"['nm0388805', 'nm0842523', 'nm0326040', 'nm0111845']",,"['nm0000113', 'nm0000173', 'nm0000330', 'nm0001848']",,,['nm0224145'],,,,
2317,tt0119534,"Alarmist, The (1997)",The Alarmist,1997,1997,['Comedy'],['Comedy'],['Comedy'],movie,['nm0243019'],['nm0714705'],"['nm0000274', 'nm0001804']","['nm0001009', 'nm0005203']",['nm0626124'],['nm0065100'],"['nm0831806', 'nm0956557']",,,,
2318,tt0147612,Happiness (1998),Happiness,1998,1998,['Comedy'],"['Comedy', 'Drama']","['Comedy', 'Drama']",movie,['nm0001754'],,"['nm0001484', 'nm0000450', 'nm0048414']",['nm0011038'],['nm0016662'],['nm0464924'],"['nm0394046', 'nm0882927']",['nm0654601'],,,
2319,tt0119986,Reach the Rock (1997),Reach the Rock,1998,1998,['Comedy'],"['Comedy', 'Drama']","['Comedy', 'Drama']",movie,['nm0006578'],['nm0000455'],"['nm0006669', 'nm0005273', 'nm0635769']",['nm0798076'],['nm0006408'],['nm0568512'],['nm0582338'],['nm0338513'],,,
2320,tt0118636,Apt Pupil (1998),Apt Pupil,1998,1998,"['Drama', 'Thriller']","['Drama', 'Thriller']","['Crime', 'Drama', 'Thriller']",movie,['nm0001741'],"['nm0000175', 'nm0101625']","['nm0005212', 'nm0000605', 'nm0005045', 'nm0183170']",,,['nm0653211'],"['nm0359100', 'nm0006613']",,,,
2321,tt0120789,Pleasantville (1998),Pleasantville,1998,1998,['Comedy'],"['Comedy', 'Drama', 'Fantasy']","['Comedy', 'Drama', 'Fantasy']",movie,['nm0002657'],,"['nm0001497', 'nm0001099', 'nm0000513']",['nm0000260'],['nm0511979'],['nm0005271'],"['nm0214889', 'nm0453091', 'nm0001752']",,,,
2322,tt0120157,Soldier (1998),Soldier,1998,1998,"['Action', 'Adventure', 'Sci-Fi', 'Thriller', 'War']","['Action', 'Sci-Fi', 'War']","['Action', 'Drama', 'Sci-Fi']",movie,['nm0027271'],['nm0672459'],"['nm0000621', 'nm0001462', 'nm0005042']",['nm0001567'],['nm0005897'],['nm0006193'],['nm0005545'],['nm0402950'],,,
2323,tt0150230,"Cruise, The (1998)",The Cruise,1998,1998,['Documentary'],['Documentary'],['Documentary'],movie,['nm0587955'],,,,,['nm0068877'],['nm10451140'],['nm0505899'],,,
2324,tt0118799,Life Is Beautiful (La Vita è bella) (1997),Life Is Beautiful,1997,1997,"['Comedy', 'Drama']","['Comedy', 'Drama', 'Romance', 'War']","['Comedy', 'Drama', 'Romance']",movie,,['nm0148437'],"['nm0000905', 'nm0134493', 'nm0243842']",['nm0000971'],['nm0005686'],['nm0003607'],"['nm0105346', 'nm0001897', 'nm0274754']",,,,
2325,tt0124819,Orgazmo (1997),Orgazmo,1997,1997,['Comedy'],['Comedy'],['Comedy'],movie,,['nm0001778'],"['nm0005295', 'nm0045379', 'nm0414554']",['nm0704632'],['nm1248268'],['nm0730221'],"['nm0476900', 'nm0570454', 'nm0742457']",,,,
2326,tt0143874,Shattered Image (1998),Shattered Image,1998,1998,"['Drama', 'Thriller']","['Drama', 'Thriller']","['Crime', 'Drama', 'Fantasy']",movie,['nm0749914'],['nm0690830'],"['nm0000287', 'nm0001295']","['nm0001594', 'nm0266170']",,['nm0005948'],"['nm0389098', 'nm0775447', 'nm0002429']",,,,
2327,tt0100740,Tales from the Darkside: The Movie (1990),Tales from the Darkside: The Movie,1990,1990,['Horror'],"['Fantasy', 'Horror', 'Thriller']","['Comedy', 'Fantasy', 'Horror']",movie,['nm0365666'],"['nm0568313', 'nm0236279', 'nm0000175', 'nm0001681']","['nm0492932', 'nm0000225', 'nm0286719']",['nm0001323'],,,['nm0302127'],,,,
2328,tt0120877,Vampires (1998),Vampires,1998,1998,['Horror'],"['Horror', 'Western']","['Action', 'Horror', 'Thriller']",movie,['nm0000118'],"['nm0824139', 'nm0415979']","['nm0000249', 'nm0000838', 'nm0001299']",['nm0498247'],['nm0452123'],,['nm0455253'],['nm1836376'],,,
2329,tt0120586,American History X (1998),American History X,1998,1998,['Drama'],"['Crime', 'Drama']",['Drama'],movie,['nm0443411'],['nm0571346'],"['nm0001570', 'nm0000411']","['nm0000350', 'nm0000497']",,['nm0006050'],['nm0554204'],"['nm0374189', 'nm0338513']",,,
2330,tt0116481,Hands on a Hard Body (1996),Hands on a Hardbody: The Documentary,1996,1997,['Documentary'],"['Comedy', 'Documentary']","['Comedy', 'Documentary']",movie,['nm0082835'],,['nm1828145'],,['nm0630057'],['nm0440823'],"['nm0606709', 'nm0933157']",,,,
2331,tt0120722,Living Out Loud (1998),Living Out Loud,1998,1998,"['Comedy', 'Romance']","['Comedy', 'Drama', 'Romance']","['Comedy', 'Drama', 'Romance']",movie,['nm0481418'],,"['nm0000362', 'nm0233027']","['nm0000456', 'nm0001451']",['nm0007037'],['nm0006070'],"['nm0787834', 'nm0792049']",['nm0339856'],,,
2332,tt0158493,Belly (1998),Belly,1998,1998,"['Crime', 'Drama']","['Crime', 'Drama']","['Crime', 'Drama']",movie,['nm0930782'],['nm0090786'],"['nm0621576', 'nm0229422']","['nm0382968', 'nm0914418']",,,"['nm0007011', 'nm0577134', 'nm2302634', 'nm0745272']",,,,
2333,tt0120684,Gods and Monsters (1998),Gods and Monsters,1998,1998,['Drama'],['Drama'],"['Biography', 'Drama']",movie,['nm0174374'],['nm0104161'],"['nm0005212', 'nm0000409']","['nm0001655', 'nm0000357']",,['nm0001980'],"['nm0171473', 'nm0276385', 'nm0365070']",,,,
2334,tt0133952,"Siege, The (1998)",The Siege,1998,1998,"['Action', 'Thriller']","['Action', 'Thriller']","['Action', 'Thriller']",movie,['nm0001880'],"['nm0942590', 'nm0583675']","['nm0000243', 'nm0000246', 'nm0001724']",['nm0000906'],['nm0005683'],['nm0006251'],['nm0643553'],,,,
2335,tt0120484,"Waterboy, The (1998)",The Waterboy,1998,1998,['Comedy'],['Comedy'],"['Comedy', 'Sport']",movie,['nm0178997'],['nm0379056'],"['nm0001191', 'nm0001857']","['nm0000870', 'nm0000103']",['nm0077149'],['nm0664676'],"['nm0316406', 'nm0800465']",,,,
2336,tt0127536,Elizabeth (1998),Elizabeth,1998,1998,['Drama'],['Drama'],"['Biography', 'Drama', 'History']",movie,['nm0001408'],['nm0386694'],"['nm0191358', 'nm0289183']","['nm0000949', 'nm0318884']",,['nm0386595'],"['nm0079677', 'nm0271479', 'nm0654077']",,,,
2337,tt0120879,Velvet Goldmine (1998),Velvet Goldmine,1998,1998,['Drama'],['Drama'],"['Drama', 'Music']",movie,['nm0001331'],['nm0529071'],"['nm0000191', 'nm0001667', 'nm0000288']",['nm0001057'],['nm0016662'],"['nm0001980', 'nm0917208']",['nm0882927'],,,,
2338,tt0130018,I Still Know What You Did Last Summer (1998),I Still Know What You Did Last Summer,1998,1998,"['Horror', 'Mystery', 'Thriller']","['Horror', 'Mystery', 'Thriller']","['Horror', 'Mystery']",movie,['nm0134176'],"['nm0242028', 'nm0007029']","['nm0005327', 'nm0001616']","['nm0001349', 'nm0005275']",,,"['nm0270549', 'nm0064057', 'nm0149563']",,,,
2339,tt0155753,I'll Be Home For Christmas (1998),I'll Be Home for Christmas,1998,1998,"['Comedy', 'Romance']","['Comedy', 'Romance']","['Comedy', 'Family']",movie,['nm0762541'],"['nm0638218', 'nm0325214', 'nm0021363']","['nm0001795', 'nm0492220', 'nm0170550']",['nm0004754'],,,"['nm0872058', 'nm0387674']",,,,
2340,tt0119643,Meet Joe Black (1998),Meet Joe Black,1998,1998,['Romance'],['Romance'],"['Drama', 'Fantasy', 'Romance']",movie,['nm0000976'],"['nm0143281', 'nm0651592', 'nm0719734', 'nm0905458', 'nm0325743']","['nm0000093', 'nm0000164', 'nm0916617']",['nm0001231'],,,,,,,
2341,tt0120643,Dancing at Lughnasa (1998),Dancing at Lughnasa,1998,1998,['Drama'],['Drama'],"['Drama', 'Romance']",movie,['nm0640466'],"['nm0295486', 'nm0570128', 'nm0947102']","['nm0002091', 'nm0574561']","['nm0000658', 'nm0001517']",,['nm0924013'],['nm0669348'],,,,
2342,tt0116488,Hard Core Logo (1996),Hard Core Logo,1996,1996,['Comedy'],"['Comedy', 'Drama']","['Comedy', 'Drama', 'Music']",movie,['nm0567680'],"['nm0048802', 'nm0877761']","['nm0227003', 'nm0719678', 'nm0701561', 'nm0183464']",,,['nm0870351'],"['nm0219424', 'nm0352980']",,,,
2343,tt0120767,"Naked Man, The (1998)",The Naked Man,1998,1998,['Drama'],['Drama'],"['Comedy', 'Drama', 'Sport']",movie,['nm0026824'],['nm0001053'],"['nm0001650', 'nm0005052', 'nm0002253']",['nm0054397'],['nm0055058'],['nm0082659'],['nm0054449'],['nm0177504'],,,
2344,tt0089941,Runaway Train (1985),Runaway Train,1985,1985,"['Action', 'Adventure', 'Drama', 'Thriller']","['Action', 'Adventure', 'Drama', 'Thriller']","['Action', 'Adventure', 'Drama']",movie,['nm0464846'],"['nm0452878', 'nm0587429', 'nm0956928', 'nm0120483', 'nm0000041']","['nm0000685', 'nm0000616', 'nm0373600']",['nm0000360'],,,,,,,
2345,tt0090934,Desert Bloom (1986),Desert Bloom,1986,1986,['Drama'],['Drama'],"['Drama', 'Family', 'Romance']",movie,['nm0180644'],['nm0719074'],['nm0000685'],"['nm0001851', 'nm0001272', 'nm0000289']",['nm0897794'],['nm0006075'],['nm0369592'],['nm0183337'],,,
2346,tt0073747,"Stepford Wives, The (1975)",The Stepford Wives,1975,1975,"['Sci-Fi', 'Thriller']","['Mystery', 'Sci-Fi', 'Thriller']","['Horror', 'Mystery', 'Sci-Fi']",movie,['nm0285302'],"['nm0505615', 'nm0001279']",['nm0557751'],"['nm0001684', 'nm0696038', 'nm0628216']",['nm0005845'],['nm0806498'],['nm0771062'],,,,
2347,tt0087932,"Pope of Greenwich Village, The (1984)",The Pope of Greenwich Village,1984,1984,['Action'],['Drama'],"['Action', 'Comedy', 'Crime']",movie,['nm0742341'],['nm0665932'],"['nm0000616', 'nm0000620']","['nm0000435', 'nm0656183']",['nm0007037'],['nm0006115'],"['nm0456801', 'nm0462242']",,,,
2348,tt0091954,Sid and Nancy (1986),Sid and Nancy,1986,1986,['Drama'],['Drama'],"['Biography', 'Drama', 'Music']",movie,['nm0007182'],['nm0941067'],"['nm0000198', 'nm0371342']","['nm0916050', 'nm0084033']",['nm0005683'],['nm0004402'],['nm0271479'],['nm0552150'],,,
2349,tt0091538,Mona Lisa (1986),Mona Lisa,1986,1986,"['Comedy', 'Thriller']","['Comedy', 'Thriller']","['Crime', 'Drama', 'Romance']",movie,['nm0001403'],['nm0500896'],"['nm0001364', 'nm0000323', 'nm0001059']",['nm0879154'],['nm0695536'],['nm0004383'],"['nm0144025', 'nm0941262']",,,,
2350,tt0099750,Heart Condition (1990),Heart Condition,1990,1990,['Comedy'],['Comedy'],"['Comedy', 'Crime', 'Drama']",movie,['nm0663489'],,"['nm0001364', 'nm0000243', 'nm0608853']",['nm0916050'],['nm0016473'],['nm0502733'],['nm0005494'],['nm0277722'],['nm0616141'],,
2351,tt0050783,Nights of Cabiria (Le Notti di Cabiria) (1957),Nights of Cabiria,1957,1957,['Drama'],['Drama'],['Drama'],movie,['nm0000019'],"['nm0280919', 'nm0684083', 'nm0001596', 'nm0740021']",['nm0673749'],"['nm0556399', 'nm0555807', 'nm0336582']",,,['nm0209569'],,,,
2352,tt0085244,"Big Chill, The (1983)",The Big Chill,1983,1983,"['Comedy', 'Drama']","['Comedy', 'Drama']","['Comedy', 'Drama']",movie,['nm0001410'],['nm0070660'],"['nm0000297', 'nm0000156', 'nm0000458']",['nm0000335'],['nm0007037'],,['nm0787834'],['nm0514746'],['nm0709944'],,
2353,tt0120660,Enemy of the State (1998),Enemy of the State,1998,1998,"['Action', 'Thriller']","['Action', 'Thriller']","['Action', 'Thriller']",movie,['nm0001716'],['nm0545861'],"['nm0000226', 'nm0000432', 'nm0000685']",['nm0000956'],['nm0591053'],"['nm0004581', 'nm0704909']",['nm0000988'],,,,
2354,tt0134067,"Rugrats Movie, The (1998)",The Rugrats Movie,1998,1998,"['Animation', ""Children's"", 'Comedy']","['Animation', 'Children', 'Comedy']","['Adventure', 'Animation', 'Comedy']",movie,"['nm0468335', 'nm0899329']","['nm0190780', 'nm0918955', 'nm0826425', 'nm0458312']",,"['nm0197354', 'nm0004815', 'nm0815718', 'nm0153589']",,,,,,,
2355,tt0120623,"Bug's Life, A (1998)",A Bug's Life,1998,1998,"['Animation', ""Children's"", 'Comedy']","['Adventure', 'Animation', 'Children', 'Comedy']","['Adventure', 'Animation', 'Comedy']",movie,"['nm0005124', 'nm0004056']","['nm0710020', 'nm0568490', 'nm0789624']","['nm0000228', 'nm0004929']","['nm0000506', 'nm0659363']",,,['nm0026565'],,,,
2356,tt0120533,Celebrity (1998),Celebrity,1998,1998,['Comedy'],['Comedy'],"['Comedy', 'Drama']",movie,['nm0000095'],,"['nm0000110', 'nm0000138', 'nm0609549']",['nm0001114'],['nm0005815'],,['nm0235389'],['nm0607673'],['nm0520288'],,
2357,tt0140888,Central Station (Central do Brasil) (1998),Central Station,1998,1998,['Drama'],['Drama'],['Drama'],movie,['nm0758574'],"['nm0077094', 'nm0138676']",['nm0646737'],"['nm0005244', 'nm0702479', 'nm0513913']",,,"['nm0000602', 'nm0004453', 'nm0166439']",,,,
2358,tt0120070,Savior (1998),Savior,1998,1998,['Drama'],"['Drama', 'War']","['Drama', 'War']",movie,['nm0031342'],['nm0650601'],"['nm0000598', 'nm0738399', 'nm0287720']",['nm0000176'],['nm0933510'],['nm0730321'],"['nm0000231', 'nm0946003']",,,,
2359,tt0166396,Waking Ned Devine (1998),Waking Ned Devine,1998,1998,['Comedy'],['Comedy'],['Comedy'],movie,['nm0428600'],,"['nm0000846', 'nm0446303']","['nm0001217', 'nm0528462']",['nm0103956'],['nm0202753'],"['nm0392020', 'nm0614965']",['nm0833029'],,,
2360,tt0154420,"Celebration, The (Festen) (1998)",The Celebration,1998,1998,['Drama'],['Drama'],['Drama'],movie,['nm0899121'],['nm0750000'],"['nm0860947', 'nm0605786', 'nm0488917']",['nm0824785'],['nm0230045'],['nm0421575'],['nm0354774'],['nm0652020'],,,
2361,tt0069089,Pink Flamingos (1972),Pink Flamingos,1972,1972,['Comedy'],['Comedy'],"['Comedy', 'Crime']",movie,['nm0000691'],,"['nm0001145', 'nm0516634']","['nm0668976', 'nm0831467']",,,,,['nm0672781'],,
2362,tt0045826,Glen or Glenda (1953),Glen or Glenda,1953,1953,['Drama'],['Drama'],['Drama'],movie,,,"['nm0000248', 'nm0000509', 'nm0847939', 'nm0268350']",,['nm0860847'],,['nm0918992'],['nm0770792'],,,
2363,tt0047034,Godzilla (Gojira) (1954),Godzilla,1954,1954,"['Action', 'Sci-Fi']","['Drama', 'Horror', 'Sci-Fi']","['Horror', 'Sci-Fi', 'Thriller']",movie,['nm0393094'],"['nm0613609', 'nm0443227', 'nm0849083', 'nm0875212']","['nm0793766', 'nm0386284', 'nm0847361']",['nm0442708'],,['nm0006136'],,,,,
2364,tt9015178,Godzilla (Gojira) (1984),Gojira,1984,1984,"['Action', 'Sci-Fi']","['Action', 'Sci-Fi']","['Sci-Fi', 'Thriller']",movie,"['nm0368057', 'nm0557927', 'nm0559398', 'nm0605743']","['nm0613547', 'nm0215269']","['nm0462013', 'nm0849006', 'nm0847734']",['nm0768005'],,,,,,,
2365,tt13364334,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),King Kong vs. Godzilla,1962,1962,"['Action', 'Sci-Fi']",,"['Adventure,Comedy,Fantasy']",movie,"['nm0393094', 'nm0865709']","['nm0639891', 'nm0782883']","['nm0847396', 'nm0297741', 'nm0756292', 'nm0034889']",,,,"['nm0909556', 'nm0849083']",,,,
2366,tt0024216,King Kong (1933),King Kong,1933,1933,"['Action', 'Adventure', 'Horror']","['Action', 'Adventure', 'Fantasy', 'Horror']","['Adventure', 'Horror', 'Sci-Fi']",movie,"['nm0178260', 'nm0774325']","['nm0330390', 'nm0187256', 'nm0741656', 'nm0908624']","['nm0035877', 'nm0127677', 'nm0717046']",['nm0942039'],,,,,,,
2367,tt0074751,King Kong (1976),King Kong,1976,1976,"['Action', 'Adventure', 'Horror']","['Adventure', 'Fantasy', 'Romance', 'Sci-Fi', 'Thriller']","['Adventure', 'Horror']",movie,['nm0347086'],"['nm0783913', 'nm0187256', 'nm0741656', 'nm0178260', 'nm0908624']","['nm0000313', 'nm0001301', 'nm0709907']",['nm0001448'],,,,,,,
2368,tt0091344,King Kong Lives (1986),King Kong Lives,1986,1986,"['Action', 'Adventure', 'Horror']","['Adventure', 'Sci-Fi']","['Action', 'Adventure']",movie,"['nm0347086', 'nm1635724']","['nm0908624', 'nm0795953', 'nm0696267', 'nm0178260']","['nm0450116', 'nm0254590', 'nm0947964']",['nm0000157'],,,,,,,
2369,tt0089017,Desperately Seeking Susan (1985),Desperately Seeking Susan,1985,1985,"['Comedy', 'Romance']","['Comedy', 'Drama', 'Romance']","['Comedy', 'Drama']",movie,['nm0782384'],['nm0054713'],"['nm0001644', 'nm0089685']","['nm0000275', 'nm0000187']",['nm0005767'],['nm0002353'],"['nm0683579', 'nm0762590']",,,,
2370,tt0089087,"Emerald Forest, The (1985)",The Emerald Forest,1985,1985,"['Action', 'Adventure', 'Drama']","['Action', 'Adventure', 'Drama']","['Action', 'Adventure', 'Drama']",movie,['nm0000958'],"['nm0657853', 'nm7232973']","['nm0000959', 'nm0735543']","['nm0001236', 'nm0889001']",['nm0003542'],"['nm0309057', 'nm0393039']",,,,,
2371,tt0089155,Fletch (1985),Fletch,1985,1985,['Comedy'],"['Comedy', 'Crime', 'Mystery']","['Comedy', 'Crime', 'Mystery']",movie,['nm0006916'],"['nm0567780', 'nm0000921', 'nm0004675']","['nm0000331', 'nm0000833', 'nm0508844']",['nm0923984'],,,"['nm0340112', 'nm0235209']",,,,
2372,tt0097366,Fletch Lives (1989),Fletch Lives,1989,1989,['Comedy'],['Comedy'],"['Comedy', 'Crime', 'Mystery']",movie,['nm0006916'],"['nm0567780', 'nm0135117']","['nm0000331', 'nm0001358', 'nm0000388']",['nm0680541'],,['nm0266536'],"['nm0235209', 'nm0340112']",,,,
2373,tt0089893,Red Sonja (1985),Red Sonja,1985,1985,"['Action', 'Adventure']","['Action', 'Adventure', 'Fantasy']","['Action', 'Adventure', 'Fantasy']",movie,['nm0281507'],"['nm0934817', 'nm0397574', 'nm0264088', 'nm0292129', 'nm0859471']","['nm0000216', 'nm0809544']","['nm0000557', 'nm0000922']",,,,,,,
2374,tt0091159,Gung Ho (1986),Gung Ho,1986,1986,"['Comedy', 'Drama']","['Comedy', 'Drama']","['Comedy', 'Drama']",movie,['nm0000165'],"['nm0089637', 'nm0304665', 'nm0541632']","['nm0000474', 'nm0913797', 'nm0001841']",['nm0000211'],,,"['nm0304673', 'nm0089634']",,,,
2375,tt0091541,"Money Pit, The (1986)",The Money Pit,1986,1986,['Comedy'],['Comedy'],['Comedy'],movie,['nm0000907'],['nm0318429'],"['nm0000158', 'nm0324231']","['nm0001480', 'nm0822972']",,['nm0006014'],"['nm0005086', 'nm0506020', 'nm0550881']",,,,
2376,tt0090264,"View to a Kill, A (1985)",A View to a Kill,1985,1985,['Action'],"['Action', 'Adventure', 'Thriller']","['Action', 'Adventure', 'Thriller']",movie,['nm0322515'],"['nm0537363', 'nm0933865', 'nm0001220']","['nm0000549', 'nm0000686']","['nm0000617', 'nm0005063']",,['nm0000290'],['nm0110482'],,,,
2377,tt0089489,Lifeforce (1985),Lifeforce,1985,1985,"['Horror', 'Sci-Fi']","['Horror', 'Sci-Fi']","['Action', 'Horror', 'Mystery']",movie,['nm0001361'],"['nm0690905', 'nm0933214', 'nm0639321', 'nm0415979', 'nm0035830']","['nm0706883', 'nm0278752', 'nm0277975']",['nm0000528'],,,,,,,
2378,tt0087928,Police Academy (1984),Police Academy,1984,1984,['Comedy'],"['Comedy', 'Crime']",['Comedy'],movie,['nm0933505'],"['nm0411477', 'nm0698493', 'nm0556487']","['nm0000430', 'nm0047265', 'nm0807571']",['nm0000326'],['nm0006540'],['nm0006077'],,,,,
2379,tt0089822,Police Academy 2: Their First Assignment (1985),Police Academy 2: Their First Assignment,1985,1985,['Comedy'],"['Comedy', 'Crime']",['Comedy'],movie,"['nm0661577', 'nm0797526']","['nm0790775', 'nm0411477', 'nm0698493', 'nm0087904']","['nm0000430', 'nm0807571', 'nm0333701', 'nm0935498']",,,,,,,,
2380,tt0091777,Police Academy 3: Back in Training (1986),Police Academy 3: Back in Training,1986,1986,['Comedy'],"['Comedy', 'Crime']",['Comedy'],movie,['nm0661577'],"['nm0790775', 'nm0411477', 'nm0698493', 'nm0704164', 'nm0087904']","['nm0000430', 'nm0807571', 'nm0333701', 'nm0935498']",,,,,,,,
2381,tt0093756,Police Academy 4: Citizens on Patrol (1987),Police Academy 4: Citizens on Patrol,1987,1987,['Comedy'],"['Comedy', 'Crime']","['Comedy', 'Crime']",movie,['nm0236930'],"['nm0790775', 'nm0411477', 'nm0698493', 'nm0704164', 'nm0087904']","['nm0000430', 'nm0807571', 'nm0935498', 'nm0333701']",,,,,,,,
2382,tt0095882,Police Academy 5: Assignment: Miami Beach (1988),Police Academy 5: Assignment: Miami Beach,1988,1988,['Comedy'],"['Comedy', 'Crime']","['Comedy', 'Crime']",movie,['nm0002887'],"['nm0704164', 'nm0411477', 'nm0698493', 'nm0193615', 'nm0087904']","['nm0807571', 'nm0333701', 'nm0935498']",['nm0247579'],,,,,,,
2383,tt0098105,Police Academy 6: City Under Siege (1989),Police Academy 6: City Under Siege,1989,1989,['Comedy'],"['Comedy', 'Crime']","['Comedy', 'Crime']",movie,['nm0094288'],"['nm0411477', 'nm0698493', 'nm0193615']","['nm0807571', 'nm0333701', 'nm0935498']",['nm0247579'],['nm0005848'],,['nm0556487'],,,,
2384,tt0120595,Babe: Pig in the City (1998),Babe: Pig in the City,1998,1998,"[""Children's"", 'Comedy']","['Adventure', 'Children', 'Drama']","['Adventure', 'Comedy', 'Drama']",movie,['nm0004306'],"['nm0606688', 'nm0483953', 'nm0455404']","['nm0001682', 'nm0000342']","['nm0844294', 'nm0197354']",,,"['nm0593294', 'nm0587964']",,,,
