ml_id,imdb_id,ml_title,imdb_title,ml_year,imdb_year,ml_genres,imdb_genres,director,writer,actor,actress,cinematographer,composer,producer,editor,production_designer,archive_footage,archive_sound
956,tt0110684,Nobody's Fool (1994),Nobody's Fool,1994,1994,['Drama'],"['Comedy', 'Drama']",['nm0000914'],['nm0751720'],"['nm0000056', 'nm0000246']","['nm0001788', 'nm0000429']",['nm0007037'],['nm0006290'],"['nm0232945', 'nm0748784']",,,,
957,tt0105652,Pushing Hands (1992),Pushing Hands,1992,1991,['Comedy'],"['Comedy', 'Drama']",['nm0000487'],['nm0770005'],"['nm0485950', 'nm0910844']","['nm0481733', 'nm0811438']",,"['nm0702703', 'nm5291512']","['nm0422619', 'nm0514915']",,,,
958,tt0110081,To Live (Huozhe) (1994),To Live,1994,1994,['Drama'],"['Drama', 'War']",['nm0955443'],"['nm0523760', 'nm0950500']","['nm0311212', 'nm0069994', 'nm0422640']",['nm0000084'],,,"['nm0874910', 'nm0158393', 'nm0468534']",,,,
959,tt0106677,Dazed and Confused (1993),Dazed and Confused,1993,1993,['Comedy'],['Comedy'],['nm0000500'],,"['nm0518715', 'nm0927812', 'nm0000190', 'nm0168262']",,['nm0199679'],,"['nm0199733', 'nm0413208']",['nm0010471'],['nm0004205'],,
960,tt0107653,Naked (1993),Naked,1993,1993,['Drama'],"['Comedy', 'Drama']",['nm0005139'],,"['nm0000667', 'nm0190208']","['nm0789093', 'nm0001020']",['nm0005836'],['nm0225614'],['nm0151925'],['nm0339856'],['nm0158360'],,
961,tt0255451,Orlando (1993),Orlando,1993,1993,['Drama'],"['Drama', 'Fantasy', 'Music']",,,['nm0886276'],"['nm0658228', 'nm0430833', 'nm0543426', 'nm0485379']",,,,,['nm3863829'],,
962,tt0108000,Ruby in Paradise (1993),Ruby in Paradise,1993,1993,['Drama'],"['Drama', 'Romance']",['nm0638033'],['nm0000807'],"['nm0276062', 'nm0593841']","['nm0000171', 'nm0212695']",['nm0900503'],['nm0257752'],,,['nm0406241'],,
963,tt0108181,Some Folks Call It a Sling Blade (1993),Some Folks Call It a Sling Blade,1993,1994,"['Drama', 'Thriller']","['Drama', 'Short', 'Thriller']",['nm0382584'],,"['nm0000671', 'nm0000687', 'nm0563070']",['nm0000208'],['nm0906814'],['nm0093039'],"['nm0399740', 'nm0511554']",['nm0100475'],,,
964,tt0113849,"Month by the Lake, A (1995)",A Month by the Lake,1995,1995,"['Comedy', 'Drama']","['Comedy', 'Drama', 'Romance']",['nm0410139'],"['nm0060914', 'nm0072746', 'nm5462342']",['nm0002081'],"['nm0000603', 'nm0000235', 'nm0885098']",,['nm0003607'],['nm0289221'],,,,
965,tt0050419,Funny Face (1957),Funny Face,1957,1957,"['Comedy', 'Musical']","['Comedy', 'Musical', 'Romance']",['nm0002045'],['nm0314826'],"['nm0281866', 'nm0000001', 'nm0041509']","['nm0000030', 'nm0860373']",['nm0432482'],,['nm0249136'],['nm0102758'],,,
966,tt0050105,"Affair to Remember, An (1957)",An Affair to Remember,1957,1957,['Romance'],"['Drama', 'Musical', 'Romance']",['nm0564970'],"['nm0202681', 'nm0186118', 'nm0829330']","['nm0000026', 'nm0219396']","['nm0000039', 'nm0666332']",,['nm0006087'],['nm0907003'],,,,
967,tt0027893,Little Lord Fauntleroy (1936),Little Lord Fauntleroy,1936,1936,['Drama'],"['Drama', 'Family']",['nm0188669'],"['nm0122364', 'nm0909484', 'nm0770337']","['nm0000861', 'nm0807580', 'nm0452128']",['nm0182537'],,['nm0000070'],['nm0006388'],,,,
968,tt0041509,"Inspector General, The (1949)",The Inspector General,1949,1949,['Musical'],"['Comedy', 'Musical', 'Romance']",['nm0467396'],"['nm0710865', 'nm0475823', 'nm0324690', 'nm0372942']","['nm0001414', 'nm0805790']","['nm0060845', 'nm0006471']",,,['nm0907003'],,,,
969,tt0063819,Winnie the Pooh and the Blustery Day (1968),Winnie the Pooh and the Blustery Day,1968,1968,"['Animation', ""Children's""]","['Animation', 'Comedy', 'Family']","['nm0718627', 'nm0789313']","['nm0314788', 'nm0166307', 'nm0942723', 'nm0841035']","['nm0001982', 'nm0001359', 'nm0275835', 'nm0909455']",,,,,,,,
970,tt0102014,Hear My Song (1991),Hear My Song,1991,1991,['Comedy'],"['Comedy', 'Drama', 'Music']",['nm0155093'],,"['nm0000885', 'nm0001160', 'nm0281011']",['nm0184817'],['nm0317189'],['nm0022903'],['nm0654077'],['nm0909760'],['nm0359268'],,
971,tt0102426,Mediterraneo (1991),Mediterraneo,1991,1991,"['Comedy', 'War']","['Comedy', 'Drama', 'War']",['nm0759368'],['nm0599291'],"['nm0007746', 'nm0081702', 'nm0147794', 'nm0084241']",,,,"['nm0591184', 'nm0075706', 'nm0147601', 'nm0147603']",,,,
972,tt0105107,Passion Fish (1992),Passion Fish,1992,1992,['Drama'],['Drama'],['nm0000626'],,,"['nm0001521', 'nm0005569', 'nm0000291', 'nm0052202']",['nm0005683'],['nm0006025'],"['nm0338320', 'nm0719964']",,['nm0084019'],,
973,tt0113212,Grateful Dead (1995),Grateful Dead,1996,1995,['Documentary'],"['Documentary', 'Music', 'Short']",['nm0005200'],,,,,,"['nm0565371', 'nm1836317']",['nm4343352'],,,
974,tt0116260,Eye for an Eye (1996),Eye for an Eye,1996,1996,"['Drama', 'Thriller']","['Crime', 'Drama', 'Thriller']",['nm0772259'],"['nm0392788', 'nm0798646', 'nm0415425']","['nm0000662', 'nm0000438']","['nm0000398', 'nm0122466']",,['nm0006133'],['nm0506548'],,,,
975,tt0116287,Fear (1996),Fear,1996,1996,['Thriller'],"['Drama', 'Thriller']",['nm0001226'],['nm0189610'],"['nm0000242', 'nm0676973']","['nm0000702', 'nm0000312']",,['nm0001980'],"['nm0004976', 'nm0452305', 'nm0811285']",,,,
976,tt0117688,Solo (1996),Solo,1996,1996,"['Action', 'Sci-Fi', 'Thriller']","['Action', 'Sci-Fi', 'Thriller']",['nm0053157'],"['nm0556928', 'nm0179968']","['nm0005522', 'nm0006669', 'nm0179224', 'nm0004968']",,,['nm0006081'],"['nm0169522', 'nm0282472']",,,,
977,tt0117774,"Substitute, The (1996)",The Substitute,1996,1996,['Action'],"['Action', 'Crime', 'Drama']",['nm0541677'],"['nm0296689', 'nm0800555', 'nm0650276']","['nm0000297', 'nm0190441', 'nm0001235', 'nm0350079']",,,,"['nm0824588', 'nm0252045']",,,,
978,tt0116508,Heaven's Prisoners (1996),Heaven's Prisoners,1996,1996,"['Mystery', 'Thriller']","['Drama', 'Mystery', 'Thriller']",['nm0423333'],"['nm0121715', 'nm0679037', 'nm0291082']","['nm0000285', 'nm0000616']","['nm0001488', 'nm0000524']",,,"['nm0003132', 'nm0340037']",,,,
979,tt0117965,"Trigger Effect, The (1996)",The Trigger Effect,1996,1996,"['Drama', 'Thriller']","['Drama', 'Thriller']",['nm0462895'],['nm0121708'],"['nm0001492', 'nm0000551', 'nm0429114']",['nm0000223'],['nm0005875'],['nm0006133'],['nm0342045'],['nm0767817'],,,
980,tt0117093,Mother Night (1996),Mother Night,1996,1996,['Drama'],"['Drama', 'Romance', 'War']",['nm0330360'],"['nm0903361', 'nm0004332']","['nm0000560', 'nm0732271', 'nm0569267']",['nm0498247'],['nm0725166'],['nm0006016'],,['nm0704950'],,,
981,tt0118927,Dangerous Ground (1997),Dangerous Ground,1996,1997,['Drama'],"['Action', 'Crime', 'Drama']",['nm0740213'],['nm0490417'],"['nm0001084', 'nm0633375', 'nm0806822']",['nm0000167'],['nm0319645'],['nm0006010'],['nm0330864'],['nm0374763'],,,
982,tt0117011,Maximum Risk (1996),Maximum Risk,1996,1996,"['Action', 'Adventure', 'Thriller']","['Action', 'Thriller']",['nm0482681'],['nm0272511'],"['nm0000241', 'nm0000767', 'nm0340260']",['nm0000449'],['nm0344738'],['nm0006077'],['nm0224537'],['nm0659597'],,,
983,tt0117473,"Rich Man's Wife, The (1996)",The Rich Man's Wife,1996,1996,['Thriller'],['Thriller'],['nm0427468'],,"['nm0001520', 'nm0338886', 'nm0654110']",['nm0000932'],['nm0005549'],['nm0002227'],"['nm0074729', 'nm0083696']",['nm0108629'],,,
984,tt0120107,Shadow Conspiracy (1997),Shadow Conspiracy,1997,1997,['Thriller'],"['Action', 'Thriller']",['nm0181902'],"['nm0367867', 'nm0316724']","['nm0000221', 'nm0000661', 'nm0002332']",['nm0000157'],['nm0270806'],['nm0005976'],['nm0172803'],,,,
985,tt0115710,Blood & Wine (1997),Blood and Wine,1996,1996,['Drama'],"['Crime', 'Drama', 'Thriller']",['nm0706182'],"['nm0898382', 'nm0189105']","['nm0000197', 'nm0000323', 'nm0001151']",['nm0000182'],['nm0005875'],['nm0520608'],['nm0859016'],,,,
986,tt0120390,Turbulence (1997),Turbulence,1997,1997,['Thriller'],"['Action', 'Thriller']",['nm0125111'],['nm0107954'],"['nm0000501', 'nm0322407', 'nm0001185']",['nm0000452'],['nm0013889'],['nm0002980'],"['nm0710388', 'nm0883603']",,,,
987,tt0163964,Underworld (1997),Underworld,1997,1997,['Thriller'],"['Comedy', 'Drama', 'Thriller']",,,"['nm0668807', 'nm0281424', 'nm0717372', 'nm0035605', 'nm0873739', 'nm0178430', 'nm0428897', 'nm0483594']","['nm0941096', 'nm0694375']",,,,,,,
988,tt0118691,"Beautician and the Beast, The (1997)",The Beautician and the Beast,1997,1997,"['Comedy', 'Romance']","['Comedy', 'Romance']",['nm0477129'],['nm0333804'],"['nm0001096', 'nm0573862', 'nm0538869']",['nm0000376'],['nm0172818'],['nm0006056'],['nm0462242'],['nm0689343'],,,
989,tt0118829,Cats Don't Dance (1997),Cats Don't Dance,1997,1997,"['Animation', ""Children's"", 'Musical']","['Animation', 'Comedy', 'Family']",['nm0227540'],"['nm0946636', 'nm0501729', 'nm0568505', 'nm0773985', 'nm0938846']",['nm0000836'],"['nm0004982', 'nm0004831', 'nm0670779']",,,,,,,
990,tt0118623,Anna Karenina (1997),Anna Karenina,1997,1997,"['Drama', 'Romance']","['Drama', 'Romance']",['nm0741262'],['nm0866243'],"['nm0000293', 'nm0000547']","['nm0000521', 'nm0000477']",['nm0645401'],,['nm0202704'],['nm0238848'],['nm0616924'],,
991,tt0116762,Keys to Tulsa (1997),Keys to Tulsa,1997,1997,['Crime'],"['Crime', 'Drama', 'Thriller']",['nm0340037'],"['nm0075388', 'nm0679037']","['nm0000655', 'nm0000652']","['nm0000679', 'nm0324790']",['nm0005709'],['nm0006059'],,['nm0064062'],,,
992,tt0116502,Head Above Water (1996),Head Above Water,1997,1996,"['Comedy', 'Thriller']","['Comedy', 'Thriller']",['nm0933604'],"['nm0407602', 'nm0259255', 'nm0547312']","['nm0000172', 'nm0001729', 'nm0000708']",['nm0000139'],,['nm0002366'],['nm0414734'],,,,
993,tt0119282,Hercules (1997),Hercules,1997,1997,"['Adventure', 'Animation', ""Children's"", 'Comedy', 'Musical']","['Adventure', 'Animation', 'Comedy']","['nm0166256', 'nm0615780']","['nm0436314', 'nm0568490', 'nm0789624', 'nm0575293']","['nm0004883', 'nm0000249', 'nm0005079']",['nm0250743'],,,,,,,
994,tt0119502,"Last Time I Committed Suicide, The (1997)",The Last Time I Committed Suicide,1997,1997,['Drama'],"['Biography', 'Romance']",['nm0443181'],['nm0143944'],"['nm0005048', 'nm0000206', 'nm0004778', 'nm0230335']",,['nm0119785'],['nm0061045'],"['nm0060901', 'nm0743118']",,,,
995,tt0119465,"Kiss Me, Guido (1997)","Kiss Me, Guido",1997,1997,['Comedy'],['Comedy'],['nm0899854'],,"['nm0779997', 'nm0057450', 'nm0220867', 'nm0156314']",,['nm0711070'],,"['nm0222048', 'nm0882927', 'nm3703383']",['nm0355285'],,,
996,tt0112499,"Big Green, The (1995)",The Big Green,1995,1995,"[""Children's"", 'Comedy']","['Comedy', 'Family', 'Sport']",['nm0805965'],,"['nm0000430', 'nm0761587', 'nm0856012']",['nm0001882'],['nm0005659'],['nm0006055'],['nm0083696'],['nm0511219'],['nm0757136'],,
997,tt0114571,Stuart Saves His Family (1995),Stuart Saves His Family,1995,1995,['Comedy'],"['Comedy', 'Drama']",['nm0000601'],,"['nm0291253', 'nm0000352']","['nm0000624', 'nm0004309']",['nm0260410'],['nm0003299'],"['nm0016603', 'nm0584427']",['nm0380653'],,,
998,tt0109361,Cabin Boy (1994),Cabin Boy,1994,1994,['Comedy'],"['Adventure', 'Comedy', 'Romance']",['nm0720304'],,"['nm0254402', 'nm0109620', 'nm0304000', 'nm0236519']",,['nm0005933'],['nm0058418'],"['nm0000318', 'nm0224145']",['nm0689343'],,,
999,tt0109443,Clean Slate (1994),Clean Slate,1994,1994,['Comedy'],"['Comedy', 'Mystery']",['nm0413875'],['nm0455207'],"['nm0001022', 'nm0000469', 'nm0001629']",['nm0000420'],['nm0242491'],['nm0006293'],"['nm0005572', 'nm0005573']",,,,
1000,tt0110353,Lightning Jack (1994),Lightning Jack,1994,1994,"['Comedy', 'Western']","['Comedy', 'Western']",['nm0934578'],,"['nm0001357', 'nm0000421']","['nm0000350', 'nm0520234']",['nm0250867'],['nm0006263'],['nm0178505'],['nm0114363'],['nm0383118'],,
1001,tt0117768,"Stupids, The (1996)",The Stupids,1996,1996,['Comedy'],"['Adventure', 'Comedy']",['nm0000484'],"['nm0550930', 'nm0020068', 'nm0286715']","['nm0000792', 'nm0355379']","['nm0526649', 'nm0571327']",,['nm0006306'],['nm0069798'],,,,
1002,tt0119887,"Pest, The (1997)",The Pest,1997,1997,['Comedy'],['Comedy'],['nm0589106'],['nm0441671'],"['nm0000491', 'nm0000470', 'nm0135585', 'nm0804361']",,,['nm0454349'],"['nm0790898', 'nm0790900', 'nm0790901']",,,,
1003,tt0120317,That Darn Cat! (1997),That Darn Cat,1997,1997,"[""Children's"", 'Comedy', 'Mystery']","['Action', 'Comedy', 'Crime']",['nm0818639'],"['nm0438989', 'nm0330227', 'nm0330468', 'nm0909556', 'nm0018735']","['nm0234791', 'nm0427894', 'nm0001169']",['nm0000207'],,,,,,,
1004,tt0107004,Geronimo: An American Legend (1993),Geronimo: An American Legend,1993,1993,"['Drama', 'Western']","['Drama', 'History', 'Western']",['nm0001353'],"['nm0587518', 'nm0343419']","['nm0000574', 'nm0000432', 'nm0000380', 'nm0836071']",,['nm0013889'],['nm0176839'],['nm0134635'],,,,
1005,tt0101765,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",The Double Life of Véronique,1991,1991,['Drama'],"['Drama', 'Fantasy', 'Music']",['nm0001425'],['nm0682830'],['nm0468651'],"['nm0001393', 'nm0344798', 'nm0420065']",['nm0005744'],['nm0006237'],['nm0209250'],['nm0936915'],,,
1006,tt0101458,Until the End of the World (Bis ans Ende der Welt) (1991),Until the End of the World,1991,1991,"['Drama', 'Sci-Fi']","['Action', 'Drama', 'Sci-Fi']",['nm0000694'],"['nm0137020', 'nm0021899']","['nm0000458', 'nm0265989', 'nm0878090']",['nm0231652'],,['nm0006251'],"['nm0202367', 'nm0850038']",,,,
1007,tt0118111,Waiting for Guffman (1996),Waiting for Guffman,1997,1996,['Comedy'],['Comedy'],,['nm0506405'],"['nm0001302', 'nm0929609']","['nm0001573', 'nm0000205']",['nm0769656'],"['nm0571106', 'nm0733427']",['nm0614420'],['nm0089805'],,,
1008,tt0116594,I Shot Andy Warhol (1996),I Shot Andy Warhol,1996,1996,['Drama'],"['Biography', 'Drama']",['nm0366004'],"['nm0628534', 'nm0875844', 'nm0590889']","['nm0364813', 'nm0089937']","['nm0000666', 'nm0000588']",,,"['nm0882927', 'nm0435788']",,,,
1009,tt0117737,Stealing Beauty (1996),Stealing Beauty,1996,1996,['Drama'],"['Drama', 'Mystery', 'Romance']",['nm0000934'],['nm0591612'],"['nm0000460', 'nm0147605']","['nm0000239', 'nm0193661']",['nm0451787'],['nm0366880'],['nm0859016'],['nm0768817'],,,
1010,tt0115632,Basquiat (1996),Basquiat,1996,1996,['Drama'],"['Biography', 'Drama']",['nm0773603'],"['nm0538107', 'nm0100765', 'nm1035537']","['nm0942482', 'nm0000699', 'nm0001125']",['nm0001231'],,,"['nm0652553', 'nm0453091']",,,,
1011,tt0115438,2 Days in the Valley (1996),2 Days in the Valley,1996,1996,['Crime'],"['Comedy', 'Crime', 'Thriller']",['nm0381273'],,"['nm0001099', 'nm0000732']","['nm0000159', 'nm0000234']",['nm0005929'],['nm0547579'],"['nm0620720', 'nm0907002']",['nm0588607'],,,
1012,tt0119951,Private Parts (1997),Private Parts,1997,1997,"['Comedy', 'Drama']","['Biography', 'Comedy', 'Drama']",['nm0858525'],"['nm0089676', 'nm0435701']",['nm0635806'],"['nm0005203', 'nm0704472']",['nm0516162'],,['nm0718645'],['nm0856249'],,,
1013,tt0118615,Anaconda (1997),Anaconda,1997,1997,"['Action', 'Adventure', 'Thriller']","['Action', 'Adventure', 'Horror']",['nm0515891'],"['nm0061829', 'nm0143596', 'nm0258390']","['nm0000685', 'nm0000655', 'nm0001084']",['nm0000182'],,,"['nm0514528', 'nm0364045']",,,,
1014,tt0120032,Romy and Michele's High School Reunion (1997),Romy and Michele's High School Reunion,1997,1997,['Comedy'],['Comedy'],['nm0592400'],['nm0771494'],['nm0001086'],"['nm0000227', 'nm0001435', 'nm0000413']",['nm0897794'],"['nm0058418', 'nm0006133']",['nm0548257'],,,,
1015,tt0120118,Shiloh (1997),Shiloh,1997,1996,"[""Children's"", 'Drama']","['Drama', 'Family']",['nm0742428'],['nm0623297'],"['nm0380231', 'nm0605363', 'nm0934113']",['nm0058783'],['nm0125809'],['nm0006107'],['nm0506254'],['nm0922874'],,,
1016,tt0118880,Con Air (1997),Con Air,1997,1997,"['Action', 'Adventure', 'Thriller']","['Action', 'Crime', 'Thriller']",['nm0922346'],['nm0003298'],"['nm0000115', 'nm0000131', 'nm0000518', 'nm0000538']",,['nm0005897'],"['nm0006183', 'nm0704909']",['nm0000988'],,,,
1017,tt0117958,Trees Lounge (1996),Trees Lounge,1996,1996,['Drama'],"['Comedy', 'Drama']",,,"['nm0000114', 'nm0095478', 'nm0240103']",['nm0001406'],['nm0727789'],['nm8008138'],"['nm0360065', 'nm0943829']",['nm0931027'],['nm0002843'],,
1018,tt0101026,Tie Me Up! Tie Me Down! (1990),Tie Me Up! Tie Me Down!,1990,1989,['Drama'],"['Comedy', 'Crime', 'Drama']",['nm0000264'],,['nm0000104'],"['nm0000721', 'nm0508249', 'nm0785565']",['nm0003900'],['nm0001553'],['nm0692713'],['nm0757814'],['nm0306088'],,
1019,tt0097202,"Die xue shuang xiong (Killer, The) (1989)",The Killer,1989,1989,"['Action', 'Thriller']","['Action', 'Crime', 'Drama']",['nm0000247'],,"['nm0000334', 'nm0497097', 'nm0160846']",['nm0947313'],"['nm0666702', 'nm0399069']",['nm0516319'],['nm0007139'],['nm0266646'],,,
1020,tt0036855,Gaslight (1944),Gaslight,1944,1944,"['Mystery', 'Thriller']","['Crime', 'Drama', 'Mystery']",['nm0002030'],"['nm0886668', 'nm0281556', 'nm0049721', 'nm0358096']","['nm0000964', 'nm0001072']","['nm0000006', 'nm0926599']",,,['nm0394967'],,,,
1021,tt0056801,8 1/2 (1963),8½,1963,1963,['Drama'],['Drama'],['nm0000019'],"['nm0280919', 'nm0684083', 'nm0740021']",['nm0000052'],"['nm0000733', 'nm0001012', 'nm0590452']",,['nm0000065'],['nm0729939'],,,,
1022,tt0119107,"Fast, Cheap & Out of Control (1997)","Fast, Cheap & Out of Control",1997,1997,['Documentary'],['Documentary'],['nm0001554'],,,,['nm0724744'],['nm0760156'],,"['nm0581330', 'nm0772602']",['nm0046478'],,
1023,tt0119109,Fathers' Day (1997),Fathers' Day,1997,1997,['Comedy'],"['Comedy', 'Romance']",['nm0718645'],"['nm0891554', 'nm0304665', 'nm0541632']","['nm0000245', 'nm0000345']","['nm0000506', 'nm0000176']",,['nm0006133'],['nm0005428'],,,,
1024,tt0119723,Mrs. Dalloway (1997),Mrs Dalloway,1997,1997,['Romance'],"['Drama', 'Romance']",['nm0331296'],"['nm0040586', 'nm0941173']","['nm0457655', 'nm0184893']","['nm0000603', 'nm0001523']",,['nm0782794'],"['nm0063127', 'nm0664179']",,,,
1025,tt0119123,Fire Down Below (1997),Fire Down Below,1997,1997,"['Action', 'Drama', 'Thriller']","['Action', 'Drama', 'Thriller']",['nm0258066'],"['nm0835732', 'nm0608068']","['nm0000219', 'nm0001434', 'nm0002332']",['nm0001339'],['nm0006633'],['nm0322684'],['nm0621993'],,,,
1026,tt0123953,"Lay of the Land, The (1997)",The Lay of the Land,1997,1997,"['Comedy', 'Drama']","['Comedy', 'Drama']",['nm0037278'],['nm0788583'],"['nm0000893', 'nm0546765']","['nm0001419', 'nm0853140']",['nm0328931'],['nm0004288'],['nm0006790'],['nm0115969'],,,
1027,tt0114432,"Shooter, The (1995)",Hidden Assassin,1995,1995,['Action'],"['Action', 'Crime', 'Drama']",['nm0467646'],"['nm0553221', 'nm0857217', 'nm0712753']","['nm0000185', 'nm0641398']","['nm0221903', 'nm0785264']",,,"['nm0690197', 'nm0613434']",,,,
1028,tt0113228,Grumpier Old Men (1995),Grumpier Old Men,1995,1995,"['Comedy', 'Romance']","['Comedy', 'Romance']",['nm0222043'],['nm0425756'],"['nm0000527', 'nm0000493']","['nm0000268', 'nm0000047']",['nm0005714'],['nm0006293'],"['nm0075828', 'nm0204862']",,,,
1029,tt0113500,Jury Duty (1995),Jury Duty,1995,1995,['Comedy'],['Comedy'],['nm0287198'],"['nm0930062', 'nm0011339', 'nm0866063']","['nm0001736', 'nm0001804', 'nm0236519']",['nm0000119'],,,"['nm0006997', 'nm0070004']",,,,
1030,tt0106400,"Beverly Hillbillies, The (1993)",The Beverly Hillbillies,1993,1993,['Comedy'],"['Comedy', 'Family']",['nm0790715'],"['nm0820852', 'nm0377417', 'nm0465199', 'nm0742797', 'nm0279576']","['nm0046033', 'nm0001815']","['nm0000143', 'nm0001458']",,,,,,,
1031,tt0110305,Lassie (1994),Lassie,1994,1994,"['Adventure', ""Children's""]","['Adventure', 'Family']",['nm0677951'],"['nm0460893', 'nm0414226', 'nm0002657', 'nm0026671']","['nm0347509', 'nm0855103']","['nm0000644', 'nm0101717']",,,['nm0584427'],,,,
1032,tt0110363,Little Big League (1994),Little Big League,1994,1994,"[""Children's"", 'Comedy']","['Comedy', 'Family', 'Sport']",['nm0770650'],"['nm0683912', 'nm0770649']","['nm0250180', 'nm0124079', 'nm0039226']",['nm0189524'],['nm0004241'],['nm0006010'],['nm0516465'],,,,
1033,tt0116552,Homeward Bound II: Lost in San Francisco (1996),Homeward Bound II: Lost in San Francisco,1996,1996,"['Adventure', ""Children's""]","['Adventure', 'Comedy', 'Family']",['nm0254786'],"['nm0369675', 'nm0382997', 'nm0122484']","['nm0000150', 'nm0906627', 'nm0584279']",['nm0000398'],,['nm0005976'],['nm0430904'],,,,
1034,tt0117420,"Quest, The (1996)",The Quest,1996,1996,"['Action', 'Adventure']","['Action', 'Adventure', 'Drama']",,"['nm0245235', 'nm12026427', 'nm0597857']","['nm0000241', 'nm0000549', 'nm0001664']",['nm0348186'],['nm0340797'],['nm0006055'],['nm0224537'],,,,
1035,tt0106611,Cool Runnings (1993),Cool Runnings,1993,1993,['Comedy'],"['Adventure', 'Comedy', 'Family']",['nm0005509'],"['nm0796848', 'nm0006916', 'nm0842476', 'nm0325271']","['nm0001006', 'nm0502442', 'nm0234791', 'nm0507644']",,,,['nm0824406'],,,,
1036,tt0101775,Drop Dead Fred (1991),Drop Dead Fred,1991,1991,"['Comedy', 'Fantasy']","['Comedy', 'Drama', 'Fantasy']",['nm0429517'],"['nm1228100', 'nm0204313', 'nm0277759']","['nm0562201', 'nm0001513']","['nm0000121', 'nm0556850']",,['nm0006055'],['nm0916986'],,,,
1037,tt0084021,Grease 2 (1982),Grease 2,1982,1982,"['Comedy', 'Musical', 'Romance']","['Comedy', 'Drama', 'Musical']",['nm0083279'],"['nm0277946', 'nm0414448', 'nm0143558']",['nm0001028'],"['nm0000201', 'nm0005167', 'nm0853808']",,,"['nm0830164', 'nm0139591']",,,,
1038,tt0119210,Switchback (1997),Switchback,1997,1997,['Thriller'],"['Crime', 'Mystery', 'Thriller']",['nm0835732'],,"['nm0000418', 'nm0000598', 'nm5341652']",['nm0824317'],['nm0005929'],['nm0006231'],['nm0005036'],['nm0119322'],['nm0397374'],,
1039,tt0116477,Hamlet (1996),Hamlet,1997,1996,['Drama'],['Drama'],,['nm0000636'],"['nm0000110', 'nm0001394']","['nm0001046', 'nm0000701']",['nm0004287'],['nm0236462'],['nm0057655'],['nm0268294'],['nm0367733'],,
1040,tt0118002,Two if by Sea (1996),Two If by Sea,1996,1996,"['Comedy', 'Romance']","['Comedy', 'Crime', 'Romance']",['nm0071611'],"['nm0035836', 'nm0501181']","['nm0001459', 'nm0226820', 'nm0001433']",['nm0000113'],,"['nm0597232', 'nm0322684']",['nm0732708'],,,,
1041,tt0113097,Forget Paris (1995),Forget Paris,1995,1995,"['Comedy', 'Romance']","['Comedy', 'Romance']",,"['nm0304665', 'nm0541632']","['nm0000345', 'nm0001505']","['nm0000700', 'nm0828906']",['nm0121281'],['nm0003299'],,['nm0079879'],['nm0550671'],,
1042,tt0113501,Just Cause (1995),Just Cause,1995,1995,"['Mystery', 'Thriller']","['Action', 'Crime', 'Drama']",['nm0322865'],"['nm0441896', 'nm0835732', 'nm0832099']","['nm0000125', 'nm0000401', 'nm0005516']",['nm0001009'],,,"['nm0723676', 'nm0675305']",,,,
1043,tt0114268,Rent-a-Kid (1995),Rent-a-Kid,1995,1995,['Comedy'],"['Comedy', 'Drama', 'Family']",['nm0314104'],['nm0076602'],"['nm0000558', 'nm0000502', 'nm0566783']",['nm0589334'],['nm0644964'],['nm0708239'],['nm0397225'],['nm0745729'],,,
1044,tt0110771,"Paper, The (1994)",The Paper,1994,1994,"['Comedy', 'Drama']","['Comedy', 'Drama']",['nm0000165'],"['nm0462895', 'nm0462898']","['nm0000474', 'nm0000380']","['nm0000335', 'nm0000673']",,['nm0005271'],"['nm0004976', 'nm0957712']",,,,
1045,tt0106881,Fearless (1993),Fearless,1993,1993,['Drama'],"['Drama', 'Thriller']",['nm0001837'],['nm0947913'],"['nm0000313', 'nm0001371']","['nm0000618', 'nm0001609']",['nm0005679'],['nm0003574'],"['nm0742275', 'nm0918463']",,,,
1046,tt0107497,Malice (1993),Malice,1993,1993,['Thriller'],"['Crime', 'Mystery', 'Thriller']",['nm0000887'],"['nm0815070', 'nm0566380', 'nm0291082']","['nm0000285', 'nm0000597']","['nm0000173', 'nm0001564']",,,"['nm0679353', 'nm0612529']",,,,
1047,tt0117108,Multiplicity (1996),Multiplicity,1996,1996,['Comedy'],"['Comedy', 'Romance', 'Sci-Fi']",['nm0000601'],"['nm0588082', 'nm0354968', 'nm0304665', 'nm0541632']","['nm0000474', 'nm0241033']","['nm0000510', 'nm0772432']",,,['nm0016603'],,,,
1048,tt0117628,She's the One (1996),She's the One,1996,1996,"['Comedy', 'Romance']","['Comedy', 'Drama', 'Romance']",,,"['nm0122653', 'nm0001498', 'nm0569458']",['nm0000098'],['nm0697910'],,"['nm0394046', 'nm0770005']",['nm0333638'],['nm0054096'],,
1049,tt0116571,House Arrest (1996),House Arrest,1996,1996,['Comedy'],"['Comedy', 'Family']",['nm0934863'],['nm0386871'],"['nm0001629', 'nm0397445', 'nm0363954']",['nm0000130'],['nm0825336'],['nm0005976'],['nm0689782'],['nm0740462'],,,
1050,tt0039420,"Ghost and Mrs. Muir, The (1947)",The Ghost and Mrs. Muir,1947,1947,"['Drama', 'Romance']","['Comedy', 'Drama', 'Fantasy']",['nm0000581'],"['nm0242897', 'nm0225283']","['nm0001322', 'nm0001695']","['nm0000074', 'nm0078923']",['nm0485702'],['nm0002136'],['nm0463334'],,,,
